Transcript_ID	Gene_ID	Biotype	Translated_sample_number	Transcribed_sample_number	Translated_samples	Transcribed_samples
ENST00000486975.1	ENSG00000013297.10	protein_coding	6	1	SRR1562540,SRR1562541,SRR1562542,SRR1562543,GSE48933,SRR3208870	SRX870805
ENST00000495841.1	ENSG00000105971.14	processed_transcript	17	1	SRR935448,SRR935449,GSE48933,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR3130940,SRR3130941,SRR1758378,SRR1758379	SRR1507056
ENST00000480367.1	ENSG00000130226.16	retained_intron	3	1	SRR1562540,SRR1562542,SRR1562543	SRR1042900
ENST00000259939.3	ENSG00000137393.9	protein_coding	26	1	SRX474113,SRR1562540,SRR935448,SRR1573939,SRX870805,SRR403889,SRR1910735,SRR970565,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208897,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562539
ENST00000504117.1	ENSG00000185261.13	retained_intron	5	2	SRR970565,SRR970588,SRR3208871,SRR3208885,SRR3680966	SRR1562539,SRR1630831
ENST00000312499.5	ENSG00000175643.8	protein_coding	37	1	SRX474113,SRR1803151,SRR1803153,SRR1551165,SRR1562542,SRR935449,GSE48933,SRR1573939,SRR931815,SRX870805,SRR403889,SRR970538,SRR970565,SRR970587,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR810100,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562541
ENST00000313213.4	ENSG00000176732.6	protein_coding	1	11	SRR970565	SRR1562539,SRR1562540,SRR1562541,SRR1562543,SRR403883,SRR1042900,SRR627620,SRR627621,SRR627625,SRR1630831,SRR3130941
ENST00000568399.1	ENSG00000117616.17	processed_transcript	1	5	SRR970565	SRR1562539,SRR1562540,SRR1562542,SRR627620,SRR627625
ENST00000488665.1	ENSG00000151576.10	retained_intron	3	1	SRR970538,SRR1976443,SRR1976444	SRR1562540
ENST00000510636.5	ENSG00000074276.10	protein_coding	3	5	SRR3208865,SRR3208870,SRR3208898	SRR1562543,SRR403883,SRR403889,SRR1042900,SRR627625
ENST00000475946.5	ENSG00000124782.19	retained_intron	20	2	SRR1803151,SRR1803188,SRR1803190,GSE48933,SRR1573939,SRR970538,SRR970565,SRR970588,SRR1976444,SRR1976447,SRR1976448,SRR627625,SRR1758378,SRR1758379,SRR3208864,SRR3208871,SRR3208897,SRR3208898,SRR3680968,SRR3680969	SRR1562539,SRR627620
ENST00000534991.3	ENSG00000256073.3	lincRNA	3	2	GSE48933,SRR970565,SRR1630831	SRR1562543,SRR627620
ENST00000331849.8	ENSG00000183549.10	protein_coding	2	2	SRR1976445,SRR1976446	SRR1803147,SRR1562539
ENST00000307526.3	ENSG00000170293.8	protein_coding	12	3	SRX474113,SRR1551165,SRR1551155,SRR1562540,SRX870805,SRR970565,SRR1976443,SRR1976447,SRR1630831,SRR3130941,SRR1758378,SRR1758379	SRR1562543,SRR1042900,SRR810100
ENST00000420022.3	ENSG00000224420.3	protein_coding	1	18	SRR1562540	SRR1562542,SRR931815,SRX870805,SRR403889,SRR1042900,SRR970490,SRR970565,SRR970587,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR627620,SRR810100,SRR3130941,SRR3680967,SRR3680968,SRR3680969
ENST00000475060.1	ENSG00000171793.13	processed_transcript	8	1	SRR1573939,SRX870804,SRX870805,SRR970538,SRR970565,SRR970588,SRR3680966,SRR3680968	SRR1562539
ENST00000505566.1	ENSG00000151876.12	retained_intron	13	2	SRR1803151,SRR1803188,GSE48933,SRX870805,SRR970490,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976445,SRR1630831,SRR1758378,SRR1758379	SRR1562539,SRR403883
ENST00000338608.6	ENSG00000162148.10	protein_coding	9	1	SRR1976444,SRR1976445,SRR1976447,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897	SRR627620
ENST00000314499.11	ENSG00000178662.15	protein_coding	15	3	SRR1562540,SRR1562542,SRR1562543,SRX870805,SRR403883,SRR403889,SRR1630831,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900,SRR627620,SRR627621
ENST00000374181.8	ENSG00000124493.13	protein_coding	8	2	SRR1562540,SRR1562542,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1173905,SRR1042900
ENST00000615526.1	ENSG00000125531.6	protein_coding	3	1	SRR3208870,SRR3208871,SRR3208898	SRR935449
ENST00000376603.6	ENSG00000077327.15	protein_coding	2	4	SRR1803190,SRR3208864	SRR1173905,SRR1562539,SRR1562543,SRR1042900
ENST00000493807.1	ENSG00000069424.14	processed_transcript	1	3	SRR970565	SRR1042900,SRR627621,SRR627625
ENST00000424202.6	ENSG00000017427.15	protein_coding	6	1	SRR1803151,SRR1803188,SRR970538,SRR970561,SRR970565,SRR970587	SRR1042900
ENST00000366756.3	ENSG00000198719.8	protein_coding	6	1	SRR3208864,SRR3208865,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000623091.1	ENSG00000278970.1	TEC	7	1	SRR1562540,SRR1573939,SRR1976443,SRR1758378,SRR3680966,SRR3680967,SRR3680968	SRX870805
ENST00000416193.5	ENSG00000226419.7	antisense	6	1	SRR970490,SRR970538,SRR970565,SRR970588,SRR1976444,SRR1630831	SRR627620
ENST00000473261.1	ENSG00000152104.11	processed_transcript	13	1	GSE48933,SRR1573939,SRX870804,SRX870805,SRR970565,SRR970588,SRR1976444,SRR1976447,SRR627625,SRR3130941,SRR1758378,SRR1758379,SRR3680967	SRR1562541
ENST00000450876.5	ENSG00000166448.14	protein_coding	10	1	SRR1562539,SRR1562540,SRR1562541,SRR1758378,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897	SRR1042900
ENST00000589556.1	ENSG00000267254.5	antisense	6	1	SRX870805,SRR1976443,SRR1630831,SRR3208865,SRR3208871,SRR3208898	SRR1173905
ENST00000461972.5	ENSG00000219626.8	processed_transcript	1	1	SRR3208865	SRR1042900
ENST00000268042.6	ENSG00000140450.8	protein_coding	32	1	SRX474113,SRR1551165,SRR1562540,SRR935448,SRR935449,SRR1573939,SRX870805,SRR403889,SRR1910735,SRR970490,SRR970538,SRR970565,SRR1976443,SRR1976444,SRR1976445,SRR1976447,SRR1976448,SRR627621,SRR627625,SRR810100,SRR1630831,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000463205.2	ENSG00000155755.18	retained_intron	8	2	GSE48933,SRR970588,SRR1976447,SRR1976448,SRR3208865,SRR3208870,SRR3208871,SRR3208885	SRR1042900,SRR627620
ENST00000310799.7	ENSG00000174370.9	protein_coding	8	5	SRX474113,SRR970565,SRR1976443,SRR1976445,SRR1630831,SRR3680967,SRR3680968,SRR3680969	SRR1562543,SRR627620,SRR627621,SRR627625,SRR3208898
ENST00000407684.1	ENSG00000157833.12	protein_coding	11	2	SRR1562540,SRR1562542,SRR1562543,SRX870805,SRR970538,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208897,SRR3208898	SRR1042900,SRR627625
ENST00000509109.5	ENSG00000184305.14	nonsense_mediated_decay	2	1	SRR3208870,SRR3208898	SRR1630831
ENST00000317596.3	ENSG00000180712.3	lincRNA	2	4	SRR1803153,SRR1803188	SRR1562539,SRR1562542,SRR931815,SRR970565
ENST00000526529.3	ENSG00000170946.14	nonsense_mediated_decay	15	1	SRR1551165,SRX870804,SRR403889,SRR970490,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976445,SRR1976447,SRR1976448,SRR810100,SRR3208864,SRR3208865,SRR3208870	SRR627620
ENST00000504426.5	ENSG00000138795.9	processed_transcript	2	2	GSE48933,SRX870805	SRR1562539,SRR1042900
ENST00000579381.1	ENSG00000173065.13	nonsense_mediated_decay	4	1	SRX870805,SRR970538,SRR3208864,SRR3208885	SRR1551155
ENST00000373471.7	ENSG00000160097.15	protein_coding	8	8	SRR1562540,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1551165,SRR1551155,SRR931815,SRR403889,SRR1042900,SRR970587,SRR970588,SRR627625
ENST00000299092.3	ENSG00000166073.8	protein_coding	13	1	SRR1562540,SRR970565,SRR970587,SRR1976444,SRR1976445,SRR1976447,SRR1976448,SRR627620,SRR1758378,SRR3208870,SRR3208885,SRR3680966,SRR3680968	SRR1042900
ENST00000215555.6	ENSG00000099785.10	protein_coding	3	1	SRR1562540,SRR3208871,SRR3680969	SRR627620
ENST00000437317.1	ENSG00000230316.6	antisense	2	4	SRR3208864,SRR3208870	SRR1562539,SRR1562543,SRR935448,SRR935449
ENST00000368130.8	ENSG00000163568.13	protein_coding	7	4	SRR1803151,SRR1803186,SRR1803188,SRR1803190,SRR1573939,SRR3130940,SRR3130941	SRR1562539,SRR1562540,SRR1562541,SRR627621
ENST00000466695.1	ENSG00000111962.7	processed_transcript	1	1	SRX870805	SRR1562539
ENST00000561443.5	ENSG00000092439.13	processed_transcript	2	1	SRR1803151,SRX870805	SRR1562539
ENST00000271651.7	ENSG00000143387.12	protein_coding	14	9	SRR1562540,SRR1562542,SRR935448,SRR935449,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627620,SRR627621,SRR627625,SRR810100	SRR1551165,SRR1562543,SRR403883,SRR403889,SRR1042900,SRR970561,SRR970588,SRR3680966,SRR3680969
ENST00000220166.9	ENSG00000103811.15	protein_coding	42	1	SRX474113,SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1551165,SRR1551155,SRR1562540,SRR1562542,SRR1562543,GSE48933,SRR1573939,SRR403883,SRR403889,SRR970490,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000304501.1	ENSG00000171056.7	protein_coding	12	3	SRX474113,GSE48933,SRX870805,SRR970490,SRR970538,SRR970565,SRR970588,SRR1630831,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR931815,SRR1042900,SRR810100
ENST00000629357.1	ENSG00000281103.1	antisense	1	8	SRR931815	SRX474113,SRR1551155,SRR1562539,SRR1562542,SRR1562543,SRX870805,SRR1042900,SRR970538
ENST00000373920.6	ENSG00000095261.13	protein_coding	23	2	SRR1803190,SRR1562540,SRR1562542,GSE48933,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1758378,SRR1758379,SRR3680966,SRR3680969	SRX870805,SRR1630831
ENST00000525504.5	ENSG00000137500.9	processed_transcript	6	3	SRR970588,SRR1976444,SRR1976446,SRR1976447,SRR1630831,SRR3208885	SRR1562539,SRR627620,SRR1507056
ENST00000302006.3	ENSG00000170549.3	protein_coding	12	1	SRR1562542,GSE48933,SRR1573939,SRR3130940,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR935448
ENST00000396625.3	ENSG00000081052.11	protein_coding	18	2	SRR1803153,SRR1562542,SRR935449,SRR931815,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976445,SRR1507056,SRR1758378,SRR1758379,SRR3208885,SRR3680966,SRR3680968,SRR3680969	SRR1562539,SRR1562541
ENST00000284262.2	ENSG00000154118.12	protein_coding	14	1	SRX474113,SRR1562540,SRR1562541,SRR1562542,SRR970490,SRR970587,SRR970588,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208898	SRR3680969
ENST00000328850.7	ENSG00000182511.11	protein_coding	4	4	SRR1803151,SRR1803186,SRR1803188,SRR1803190	SRR1173905,SRX870805,SRR970561,SRR627625
ENST00000354822.6	ENSG00000136352.17	protein_coding	1	1	SRR1976444	SRR1042900
ENST00000409911.5	ENSG00000176204.13	protein_coding	13	1	SRX474113,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRX870805,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1042900
ENST00000559461.1	ENSG00000156970.12	retained_intron	3	1	SRR970538,SRR970587,SRR1976447	SRR627625
ENST00000487497.1	ENSG00000175841.8	processed_pseudogene	1	2	SRR3680966	SRR1551155,SRR970587
ENST00000513831.1	ENSG00000145623.12	protein_coding	21	1	SRR1551155,SRR935449,GSE48933,SRR403883,SRR403889,SRR1042900,SRR970538,SRR970561,SRR970587,SRR970588,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR627625,SRR810100,SRR1758378,SRR1758379,SRR3680966,SRR3680967,SRR3680969	SRR1630831
ENST00000550418.5	ENSG00000078328.19	protein_coding	7	1	SRR1562539,SRR1562542,SRR1562543,SRR3208864,SRR3208865,SRR3208885,SRR3208897	SRR1173905
ENST00000271751.8	ENSG00000143473.11	protein_coding	21	1	SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976445,SRR627625,SRR810100,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRX870805
ENST00000320203.8	ENSG00000157110.15	protein_coding	24	3	SRR1551165,SRR935449,GSE48933,SRX870805,SRR1042900,SRR970565,SRR970587,SRR970588,SRR1976445,SRR1976447,SRR627625,SRR810100,SRR1630831,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208897,SRR3208898,SRR3680967,SRR3680968	SRR1803153,SRR1562543,SRR931815
ENST00000594305.1	ENSG00000267898.1	lincRNA	1	16	SRR970565	SRX474113,SRR1803190,SRR1551165,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR403883,SRR1042900,SRR1976443,SRR1976444,SRR627620,SRR627621,SRR1758378,SRR1758379,SRR3208885
ENST00000491664.1	ENSG00000283013.1	protein_coding	8	3	SRR1562540,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1562543,SRR970588,SRR627621
ENST00000380589.4	ENSG00000258713.2	protein_coding	1	2	SRR3680967	SRR627620,SRR810100
ENST00000340940.4	ENSG00000188883.4	protein_coding	7	1	SRX474113,SRR1551165,SRX870805,SRR970538,SRR970565,SRR970588,SRR1507056	SRR3208871
ENST00000296129.5	ENSG00000163814.7	protein_coding	27	4	SRR1803188,SRR935449,SRR1573939,SRR403883,SRR403889,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR3130940,SRR3130941,SRR3208870,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1551155,SRR1562541,SRR1042900,SRR627620
ENST00000583844.5	ENSG00000141293.15	nonsense_mediated_decay	2	1	SRR1803188,SRR1803190	SRR3208885
ENST00000610540.4	ENSG00000102547.18	protein_coding	8	2	SRR1803147,SRR1562541,SRR1573939,SRX870805,SRR403889,SRR3208871,SRR3208886,SRR3208897	SRR1042900,SRR627620
ENST00000457356.8	ENSG00000235531.9	antisense	3	1	SRR970538,SRR970565,SRR1976447	SRR1042900
ENST00000528438.5	ENSG00000172794.19	protein_coding	3	1	SRR1803151,SRR1803188,SRR1803190	SRR1976444
ENST00000481382.1	ENSG00000163785.12	retained_intron	1	1	SRR1758378	SRR1562539
ENST00000308906.6	ENSG00000171695.10	protein_coding	9	3	SRR970565,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR403883,SRR1976444,SRR1976446
ENST00000586784.1	ENSG00000267575.6	lincRNA	15	1	SRX870805,SRR403889,SRR970538,SRR970565,SRR970588,SRR1976443,SRR1976445,SRR1976447,SRR1630831,SRR3130941,SRR3208865,SRR3208885,SRR3208898,SRR3680966,SRR3680968	SRR1562539
ENST00000309982.9	ENSG00000164929.16	protein_coding	12	3	SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRX474113,SRR1803188,SRR627625
ENST00000255189.7	ENSG00000132837.14	protein_coding	4	1	SRR1976443,SRR1976445,SRR1976446,SRR1976447	SRR1562542
ENST00000522754.1	ENSG00000104490.17	retained_intron	1	4	SRR3208864	SRR970490,SRR970538,SRR1976444,SRR1976447
ENST00000338316.8	ENSG00000078295.15	protein_coding	12	1	SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1173905
ENST00000337495.9	ENSG00000010803.16	protein_coding	1	1	SRR1630831	SRR627620
ENST00000482741.1	ENSG00000171928.13	retained_intron	2	1	SRR1976443,SRR627625	SRR1562539
ENST00000517863.1	ENSG00000164929.16	processed_transcript	7	4	SRR1562542,SRR1562543,SRR3208864,SRR3208865,SRR3208870,SRR3208897,SRR3208898	SRR1803147,SRR931815,SRR1976444,SRR3680966
ENST00000632657.1	ENSG00000146122.16	retained_intron	1	2	SRR1562543	SRR1803147,SRR1803153
ENST00000369295.3	ENSG00000043591.5	protein_coding	1	2	SRR1562540	SRR403883,SRR3208885
ENST00000390645.2	ENSG00000188042.7	protein_coding	10	1	SRX474113,SRR1551155,SRR1562541,SRX870805,SRR403889,SRR970490,SRR970538,SRR970565,SRR970588,SRR1630831	SRR1042900
ENST00000472196.1	ENSG00000108018.15	processed_transcript	2	1	SRR3208864,SRR3208870	SRR627621
ENST00000561851.5	ENSG00000140367.11	protein_coding	18	1	SRR935448,SRR403883,SRR970538,SRR970565,SRR970587,SRR1976443,SRR1976444,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3208865,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3680966,SRR3680967	SRR1042900
ENST00000466202.5	ENSG00000164675.10	protein_coding	7	4	SRX870805,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208897,SRR3208898	SRR1173905,SRR1551165,SRR1562539,SRR1042900
ENST00000496137.5	ENSG00000172432.18	nonsense_mediated_decay	22	1	SRX474113,SRR1562540,SRX870805,SRR970538,SRR970561,SRR970565,SRR1976443,SRR1976445,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3680966,SRR3680968,SRR3680969	SRR1562539
ENST00000313234.9	ENSG00000167767.13	protein_coding	26	3	SRR1551155,GSE48933,SRR1573939,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR810100,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1173905,SRR1562539,SRR1630831
ENST00000303230.5	ENSG00000164588.5	protein_coding	12	1	SRR1551155,SRR1562540,SRR1562541,SRR1562543,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1173905
ENST00000511536.5	ENSG00000153071.14	processed_transcript	3	1	SRR970538,SRR970565,SRR3680968	SRR1507056
ENST00000462191.1	ENSG00000119965.12	processed_transcript	13	2	SRR1803147,SRR1803151,SRR1803188,SRR1803190,SRX870805,SRR970588,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR627625,SRR1630831,SRR1758378	SRR1562542,SRR1562543
ENST00000510311.5	ENSG00000231185.6	antisense	2	5	GSE48933,SRR810100	SRR1551155,SRR1562539,SRR970538,SRR627621,SRR3680967
ENST00000367388.4	ENSG00000143355.15	protein_coding	3	1	SRR935448,SRR810100,SRR3208870	SRR1551155
ENST00000565689.5	ENSG00000261801.5	antisense	3	2	SRR403883,SRR403889,SRR1976445	SRR1562539,SRR1562543
ENST00000595214.2	ENSG00000011451.17	retained_intron	6	4	SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208897,SRR3208898	SRR1042900,SRR970587,SRR970588,SRR627621
ENST00000529517.1	ENSG00000034152.18	protein_coding	10	1	SRR935449,SRR1573939,SRX870805,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976447,SRR1976448,SRR627625	SRR1562539
ENST00000491692.5	ENSG00000152527.13	nonsense_mediated_decay	3	1	SRX870805,SRR1758378,SRR1758379	SRR1042900
ENST00000253055.7	ENSG00000130758.7	protein_coding	16	2	SRR1803190,SRR1562540,SRR1562541,SRR1562542,GSE48933,SRX870805,SRR970565,SRR1758378,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1173905,SRR403889
ENST00000605233.2	ENSG00000270344.2	antisense	1	6	SRR3680969	SRR1562539,SRR1562540,SRR1562542,SRR1042900,SRR627620,SRR627621
ENST00000615826.1	ENSG00000275874.1	lincRNA	7	2	SRR970561,SRR970587,SRR970588,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562542,SRR403889
ENST00000233710.3	ENSG00000115361.7	protein_coding	13	1	SRX474113,SRR1551165,SRR1562540,SRX870805,SRR970561,SRR970565,SRR970588,SRR1630831,SRR3208864,SRR3208870,SRR3208885,SRR3208897,SRR3208898	SRR1042900
ENST00000006275.8	ENSG00000007255.10	protein_coding	31	1	SRR1803151,SRR1803153,SRR1803186,SRR1803190,SRR1562542,GSE48933,SRR931815,SRX870805,SRR1042900,SRR970538,SRR970561,SRR970565,SRR970587,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR810100,SRR1630831,SRR3130940,SRR1507056,SRR1758378,SRR1758379,SRR3208864,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3680967,SRR3680969	SRR627620
ENST00000596701.1	ENSG00000169169.14	retained_intron	7	1	SRR1562540,SRR1562541,SRR1562542,SRR627625,SRR1758378,SRR3208870,SRR3208886	SRR970588
ENST00000492762.1	ENSG00000106460.18	retained_intron	3	2	SRR1562540,SRR1976445,SRR3208864	SRR627620,SRR1507056
ENST00000426665.6	ENSG00000256223.5	protein_coding	15	2	SRX870804,SRX870805,SRR970561,SRR970565,SRR970587,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976448,SRR1630831,SRR3130941,SRR1758378,SRR3208871,SRR3680967	SRR627620,SRR627621
ENST00000446884.1	ENSG00000236751.1	lincRNA	2	3	SRR970565,SRR3680968	SRR1803153,SRR1562543,SRR3208870
ENST00000477132.1	ENSG00000115825.9	processed_transcript	14	1	SRR1803151,GSE48933,SRR931815,SRR970538,SRR970565,SRR970587,SRR970588,SRR1630831,SRR3130940,SRR1758378,SRR1758379,SRR3208865,SRR3208898,SRR3680969	SRR1562539
ENST00000261304.6	ENSG00000054983.16	protein_coding	33	1	SRR1803151,SRR1803186,SRR1803188,SRR1803190,SRR1551165,SRR1551155,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR935448,SRR1573939,SRX870805,SRR970561,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976448,SRR627625,SRR810100,SRR3130940,SRR3130941,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000256460.7	ENSG00000134072.10	protein_coding	48	1	SRX474113,SRR1803153,SRR1803190,SRR1551165,SRR1551155,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR935448,SRR935449,SRR1573939,SRX870805,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627620,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1507056,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1042900
ENST00000611366.4	ENSG00000100918.12	protein_coding	10	4	SRR1803151,SRR1803190,SRR1562540,SRR1562542,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448	SRR1042900,SRR627620,SRR627621,SRR810100
ENST00000506871.5	ENSG00000123552.17	nonsense_mediated_decay	30	1	SRX474113,SRR1803151,SRR1803153,SRR1803188,SRR1803190,SRR1551155,SRR935448,SRR935449,GSE48933,SRX870805,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1630831,SRR1758378,SRR1758379,SRR3208864,SRR3208885,SRR3680966,SRR3680969	SRR1562543
ENST00000428534.1	ENSG00000106571.12	retained_intron	2	2	SRR970538,SRR3208885	SRR627625,SRR3680969
ENST00000507146.5	ENSG00000061918.12	protein_coding	18	1	SRX474113,SRR1803186,SRR1803188,SRR1551155,SRR1562539,SRR1562540,SRR1562541,SRX870805,SRR1976445,SRR1976446,SRR1976447,SRR1630831,SRR3208864,SRR3208865,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1042900
ENST00000275560.3	ENSG00000146700.8	protein_coding	4	1	SRR1551155,SRR970538,SRR3680967,SRR3680968	SRR1562543
ENST00000379660.4	ENSG00000124786.9	protein_coding	39	1	SRX474113,SRR1803147,SRR1803186,SRR1803188,SRR1803190,SRR935448,SRR1573939,SRR931815,SRX870805,SRR403883,SRR403889,SRR970538,SRR970561,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1507056,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680969	SRR627620
